SampleNo,Subject,UtteranceNo,TrueClass,feature_value_0,feature_value_1,feature_value_2,feature_value_3,feature_value_4,feature_value_5,feature_value_6,feature_value_7,feature_value_8,feature_value_9,feature_value_10,feature_value_11,feature_value_12,feature_value_13,feature_value_14,feature_value_15,feature_value_16,feature_value_17,feature_value_18,feature_value_19,feature_value_20,feature_value_21,feature_value_22,feature_value_23,feature_value_24,feature_value_25,feature_value_26,feature_value_27,feature_value_28,feature_value_29,feature_value_30,feature_value_31,feature_value_32,feature_value_33,feature_value_34,feature_value_35,feature_value_36,feature_value_37,feature_value_38,feature_value_39,feature_value_40,feature_value_41,feature_value_42,feature_value_43,feature_value_44,feature_value_45,feature_value_46,feature_value_47,feature_value_48,feature_value_49,feature_value_50,feature_value_51,feature_value_52,feature_value_53,feature_value_54,feature_value_55,feature_value_56,feature_value_57,feature_value_58,feature_value_59,feature_value_60,feature_value_61,feature_value_62,feature_value_63,feature_value_64,feature_value_65,feature_value_66,feature_value_67,feature_value_68,feature_value_69,feature_value_70,feature_value_71,feature_value_72,feature_value_73,feature_value_74,feature_value_75,feature_value_76,feature_value_77,feature_value_78,feature_value_79,feature_value_80,feature_value_81,feature_value_82,feature_value_83,feature_value_84,feature_value_85,feature_value_86,feature_value_87,feature_value_88,feature_value_89,feature_value_90,feature_value_91,feature_value_92,feature_value_93,feature_value_94,feature_value_95,feature_value_96,feature_value_97,feature_value_98,feature_value_99,feature_value_100,feature_value_101,feature_value_102,feature_value_103,feature_value_104,feature_value_105,feature_value_106,feature_value_107,feature_value_108,feature_value_109,feature_value_110,feature_value_111,feature_value_112,feature_value_113,feature_value_114,feature_value_115,feature_value_116,feature_value_117,feature_value_118,feature_value_119,feature_value_120,feature_value_121,feature_value_122,feature_value_123,feature_value_124,feature_value_125,feature_value_126,feature_value_127
530,9,50,1,5.973633584,1.10100975,8.462868536,-17.42283121,-6.361988882,12.65065,7.973192189,-6.468696862,9.614996806,4.585909992,12.05390243,-7.765622345,5.725647453,11.81764477,11.78575864,17.58291291,0.058840957,9.116653277,1.179808419,7.357099374,-8.606949001,-3.324923593,-11.48987806,10.07903058,-0.017120026,-3.97251954,14.47783147,16.5917275,30.06681727,2.26144922,21.10655519,8.213754211,21.25632351,-14.90978703,-0.189481697,-11.89600496,12.9602584,-14.40193798,-8.121308619,14.65536121,28.23510144,30.04785994,-4.230738437,14.72262925,-8.371242217,23.44458312,-13.7665973,11.69774237,-13.94947126,14.23115415,-12.74734755,2.79164815,14.7579827,28.30524701,31.34499929,-10.44717118,15.72475482,-8.159179389,17.32375056,-20.56285727,16.01782971,-8.398571159,15.30978369,-13.4241892,-0.775033096,14.93458448,31.49738904,23.97949161,-18.9269175,16.94799135,-5.9531409,25.29085779,-28.32967394,16.81589704,-0.243652594,25.21118599,-17.19992934,-8.895294865,14.86941306,37.9707209,38.12145217,-32.72793734,6.915377662,10.48180113,33.36408684,-42.89719777,16.28519254,0.998655786,19.66348975,-19.42716799,-14.09215626,14.72218246,35.57892023,36.88412073,-22.6639952,5.765575367,1.942658283,30.28762048,-34.95095424,14.87438234,2.185095876,29.08297197,-18.35399365,-15.90521116,14.52145439,30.8872985,28.40963803,-13.19503524,15.71681755,-6.298706269,19.30964449,-25.19558817,22.97851026,2.834177369,23.64364832,-24.76356057,-10.12629944,13.63243274,33.20470377,45.29122573,-14.20081805,8.842155591,-0.13371567,17.96933432,-36.12987392,25.32897967,12.58681673,27.31785461
531,9,51,0,6.637545107,1.043863624,10.48611043,-16.97709443,-12.59633353,2.090677149,-3.066727425,-15.601599,-3.021905771,-10.88769795,2.008296292,-14.8553323,-13.32364977,9.77964694,11.03167286,14.20549148,-20.85982958,-1.771058818,5.602189749,34.94648345,-2.326189047,5.095677876,-13.94769263,10.08196681,-11.47939354,3.145864964,9.93054718,14.96442273,13.56543507,-22.54301524,5.793817215,9.878452403,32.47176158,1.365207956,8.779410906,-25.81070548,14.08079951,-16.1003654,-7.250529765,9.616867815,7.621528199,7.726454757,-17.61027013,12.99878797,16.59086813,35.40900708,1.54265388,9.320233787,-10.2565419,7.850267004,-20.61145394,-11.2216849,12.06305237,11.91775969,19.40253177,-15.46380189,10.9124257,21.92284337,55.66503679,19.59088284,21.71706043,-11.11319997,5.503735464,-32.59685618,-25.9404895,12.74450071,20.07143231,16.64894047,-36.909034,1.927106859,11.89034985,52.9085548,-0.111828198,19.9735816,-15.49290786,16.44373669,-30.26435097,-20.98369878,13.84974399,16.1219922,8.942811483,-14.62851143,30.09723926,17.77417639,37.57565502,-18.08253793,3.320655898,-15.00788592,21.81238859,-17.38261987,-4.572395888,14.42469119,29.67407137,7.018282611,-45.6504525,10.86653147,5.60081739,50.83085629,-21.7865897,14.98009337,-17.33661653,25.1844226,-36.92335712,-5.974742255,13.77505877,29.61206363,21.09935101,-28.13146435,7.642825071,2.448899339,41.76072018,-10.74890574,15.58221777,-14.29015866,24.76999337,-20.02058255,-4.609422994,14.7329816,34.7627953,30.128021,-52.46229928,-2.096092832,25.05411643,69.10195061,-27.59064126,21.4216339,-6.697139321,23.29034336
532,9,52,0,7.268200023,-3.284831487,-5.040940535,-28.55115194,12.55318452,11.80493907,-8.346753875,-24.88663878,28.21632296,3.224959675,1.628742228,-8.726065334,0.507695624,8.213869286,-3.620138363,-7.607442889,-32.15926333,17.85986281,14.09879124,-8.650708835,-31.73440048,27.56812576,8.697260817,14.96879994,-20.06094984,7.763974304,7.968880519,-6.474713788,-12.78252122,-35.58880685,15.33600392,5.198558762,-5.903878056,-17.31948085,35.98526137,2.874817673,8.433473068,-7.891648187,15.12113567,13.1412747,-9.581053603,-21.52202939,-34.20770576,35.17615675,-0.665822906,3.533007351,-27.6586295,24.53732572,0.711183217,9.542064456,-23.68923288,5.559609641,14.45098046,-1.139763297,-18.06143381,-37.63746955,42.50498019,-8.302990192,1.181726963,-31.97975319,37.69545092,1.739292482,9.135783744,-27.15723116,3.442576417,14.95873939,1.039241086,-25.95648172,-50.83154587,69.72817457,-18.18900163,-2.737394188,-49.61893357,51.64133943,-4.690228917,8.861791611,-33.79633936,-1.465481691,14.0436549,-24.61921883,-38.80883238,-45.26858595,35.47980334,-7.255505143,3.514194963,-16.53184929,41.49088383,4.947427086,9.585030931,-15.65244186,3.542799942,14.23479613,-24.89185356,-37.53236102,-41.5843855,49.86633005,0.305212995,2.620158806,-26.63032502,36.72284907,1.936787219,15.23839623,-5.146051085,7.533520311,14.38893113,-22.64416615,-33.8844797,-39.82720639,37.12335797,-4.748345653,-4.890614847,-30.92288069,30.23463791,1.53085866,9.458728831,-17.0299133,7.89000402,15.86541613,-8.510124846,-21.60815834,-35.43454891,57.29958481,-9.181748453,-10.79298462,-44.6843345,45.14511772,4.046582956,8.400871002
533,9,53,1,8.186247925,3.445052683,15.8190848,7.385152071,8.105923082,10.2759752,11.16184915,3.734633312,0.509963141,-6.0902683,0.570869437,-1.262578374,4.773194501,9.545439131,11.15326664,25.68681209,5.078184092,9.43330226,7.655373111,17.1533277,1.499463169,5.347785005,-11.21077693,2.001333549,-5.184018478,9.954943006,10.82710651,20.4062134,25.97407944,-4.817973882,6.996207929,5.477735821,29.21829379,5.361961241,18.06577447,-15.74253619,-2.502018505,-27.31786109,-0.778242899,11.03313911,15.48563734,30.82249268,8.547790954,11.14511223,-0.449090659,18.16091331,3.787987896,18.0736292,-6.803909892,-2.037629895,-22.32093589,-1.989639957,11.08279537,15.75311139,25.77261321,5.078943168,14.3677109,2.483649001,15.50410186,0.385161055,12.32946155,-8.884422599,3.798983123,-16.96936726,-1.802879561,11.82016215,17.04601576,25.41540576,-10.41858164,-2.835596673,2.213841677,34.72390337,7.290929988,8.279337674,-20.11354722,4.053432509,-19.94574577,3.638354369,13.00451557,19.05233239,29.71341789,-7.985782957,5.828392105,6.974517929,43.53427975,15.69376647,23.91585668,-16.57940143,-5.954473267,-31.28430581,-8.040183413,13.69928875,30.67974367,31.54280504,-28.17692997,9.88158967,6.862793542,48.55465942,2.69898674,38.76215682,-15.25119553,-3.108296713,-28.34563235,-5.238984923,13.94469028,32.71435975,36.15480866,-32.88987087,0.223236889,8.436352848,58.60712837,1.211245529,28.71361599,-20.43088126,3.811754967,-23.14161298,-3.984731986,14.16601326,32.7452796,45.33893975,-37.09024548,-11.24694828,9.737699175,66.4048219,-1.43832411,35.54326477,-11.34570815,4.86208679
534,9,54,0,8.867326511,2.869038104,11.89559161,-0.318723774,4.727491279,-2.20704931,2.692762315,-5.053660669,-2.167779521,-4.6831917,2.247235263,0.348236897,6.647245116,14.30655199,14.34193103,36.30629724,12.89399604,17.74947686,-10.1003297,1.456869804,-23.04921692,-2.177618374,-17.05154984,5.945063705,-9.163010303,11.56648063,15.40759919,25.66800711,44.05494146,-16.26055984,8.321090887,-5.806287876,9.890586446,-43.62769498,-11.2651819,-9.119867395,31.440426,-2.040453372,-2.406370664,16.35707189,25.46015476,20.7585394,-13.51570484,11.11086965,-14.37179222,6.52995137,-36.92635073,-1.466738769,-19.35988065,22.29094155,-8.233225723,14.47208292,16.63969025,21.98516347,22.02655948,-15.14781397,14.82349313,-12.82269078,2.998282438,-41.91453777,-7.244103701,-8.571269393,30.36283485,-3.708937166,3.511390894,16.67891634,25.28685115,17.32640518,-18.2662795,17.24225728,-11.18901303,5.682407541,-49.38749468,-6.062891534,-15.64329178,28.03765612,-7.016226803,14.22770404,16.60607363,27.28622728,25.41173529,-26.48028313,15.06648925,-7.499289556,8.015968465,-46.30209565,-8.624147886,-14.84680875,27.95679648,-7.798304729,9.99283047,16.51724524,40.84576917,21.83450655,-40.21802652,27.97022956,-15.07806279,14.65266139,-61.80900982,13.06895418,-18.26734926,21.31067052,6.892104576,6.067175435,16.4310631,27.06058261,20.42415486,-23.52639203,13.89518303,-13.14547768,8.617300793,-45.1273971,-4.669562547,-12.17361985,33.91722532,-5.848757717,2.467800894,16.29047057,38.01551191,22.02106525,-35.317531,18.17452434,-14.8778167,17.36935112,-53.08955281,2.164623946,-19.90345548,31.66103458
535,9,55,0,5.996597495,-3.409997483,7.303766806,-23.07360967,-20.32000835,13.31997037,10.73343795,-8.388386643,10.39571968,7.588391413,8.227850904,-0.369862102,-3.627118606,6.510488222,2.026846725,12.27443514,-7.786859884,-3.216789969,7.982328641,14.35090884,0.433410481,0.358944541,-0.477123631,7.951449905,-13.62098262,4.164484166,10.85197999,9.222607914,25.5839349,11.42868499,12.57392478,10.09197227,18.26189311,5.663380185,3.161895916,-0.94861749,2.875707725,-16.34417632,4.23167673,13.83610813,21.72094789,26.84397221,-12.09446522,0.919867505,-7.062018718,23.19711595,-2.620236602,12.73857845,-14.56216159,9.518567605,-19.92457254,3.775006117,14.20696341,33.48104367,23.90189744,-26.559314,17.38275345,-7.638410927,33.73081241,-14.23841748,30.21268679,-14.11016786,2.328579532,-19.5278145,0.725812281,14.08937113,34.47007567,25.60080464,-24.81462229,17.03417875,-0.450152423,29.44185236,-22.95992234,21.89991158,-12.38506684,10.13845537,-25.58288447,-3.95793701,14.26608858,34.15090905,26.8060001,-23.19403104,13.4589564,5.594990212,34.96666479,-36.55975835,5.500825622,-4.102105188,25.46369272,-20.48968292,-4.739523355,14.22300229,33.68477979,26.3610147,-32.80143448,27.62562323,9.389838677,18.15799576,-32.70255822,18.07056585,-10.67697305,11.39406632,-16.87335332,-6.207476746,14.37156751,29.45092586,18.33228159,-22.39907487,16.50614046,-0.100563671,26.90849604,-23.74784415,12.30550436,-12.92984107,14.8714312,-22.15879374,0.255947151,14.32269137,34.47414748,21.28394867,-20.42475316,14.99989306,-2.154108312,29.78805646,-25.96177854,19.34993767,-10.26805122,17.46906075
536,9,56,0,5.983585133,0.520525833,13.52616793,-15.15811267,-16.56414512,7.84278041,3.009244074,-6.984504854,7.155551494,1.044383633,11.05088056,8.240545799,15.91393185,8.95124892,-2.561381448,15.87403913,10.99280919,12.33279492,13.07210009,15.98397669,10.18159562,10.42122549,5.78058681,1.057424306,-3.83590961,3.742210278,12.51472054,10.34330158,27.10824421,13.23578952,20.12654577,10.51215591,16.83321314,-1.159228299,7.327358838,-5.036256521,4.315161932,-9.335175327,-1.722385504,14.22526248,29.46029619,29.64854175,-15.07362757,17.23643285,8.408443624,26.63118495,-31.45793408,5.206019669,0.494320828,39.00049714,-23.81060696,-20.66551579,13.88582882,26.59414611,21.88587454,-4.4935218,23.39209412,3.017376383,21.14705893,-22.65317751,11.98537899,-3.146077593,28.23173727,-11.0187776,-3.247457399,13.83803608,31.21455644,44.37327265,-13.4566321,14.53791255,11.74369207,29.39158951,-37.61770366,19.01963652,12.87934221,27.37333714,-29.57352514,-24.78832043,13.37686667,24.36262341,27.91419118,-5.548776502,23.20429392,-7.553778415,14.62148662,-22.43736709,24.39187416,12.18055775,18.72184445,-26.12209442,-17.91511592,14.04872998,24.44717994,28.10928132,-3.132864678,24.6203644,-0.375983895,19.88718331,-20.23107212,17.94873246,2.299590871,16.3326335,-27.13447933,-16.71155797,13.74352599,29.16507981,35.8403847,-8.048885401,26.7754839,14.4796046,20.31713709,-46.30854528,8.288166488,7.209630575,28.70164431,-18.48267266,-14.21597102,14.02235106,32.21950952,42.04559008,-7.860658256,14.17557358,-5.984290845,15.86172243,-33.13075924,24.33628521,2.915718927,22.34553357
537,9,57,0,7.747799049,-6.97153924,8.930607109,5.594865122,3.702175886,3.387844468,4.503511026,8.450681584,7.535384162,1.924361244,0.735244802,-0.203844452,8.817484142,11.90635775,3.648299188,22.04014898,13.95762046,14.66504399,8.54549696,13.16348294,6.575157133,7.31298012,-2.876960846,-2.658953877,-8.21987522,3.435448216,12.95404144,16.39543052,35.83495291,4.723784765,28.16459968,26.20955909,37.76516275,-9.012581876,3.667352149,-14.73319147,10.89570981,-17.16107214,-10.02909714,12.83594287,20.55120713,23.20525811,5.065252339,25.31174316,4.830473116,20.44794965,-11.0584563,14.23409007,1.508242895,19.00466647,-1.656951707,3.340089948,13.3028155,21.40837329,29.40223733,10.66476789,25.90199163,4.80073831,17.59441533,-7.010608927,18.84469712,-5.975433023,12.87177505,-16.82258054,-0.122416041,13.10979426,24.93502008,39.56320259,-2.861658542,9.439692819,2.508911083,36.97344583,9.023314692,44.55877357,4.806222592,0.875215848,-32.50448975,-9.900313933,13.61641169,21.41352891,40.71267006,0.650667755,21.66233244,11.34139631,41.87342326,-1.871992725,26.05859792,-7.823101242,-0.034301826,-19.67759185,-15.25878428,13.73109586,25.03025665,29.05281023,1.062605659,18.20570833,-1.231649973,35.72527148,2.159415374,26.19400415,-7.704739625,-2.439954222,-20.61717128,2.451949641,14.12338054,26.8994427,39.97358827,-20.30664396,10.70345194,27.66590291,66.70542453,-2.319088122,33.70373576,-6.000768278,-6.456102989,-27.83873335,-17.93308362,14.04117719,21.38518664,26.5315636,-11.75455748,13.53153685,-0.841015089,35.39858257,10.13901503,35.07806108,-2.257055842,8.738615621
538,9,58,1,5.912672266,-2.131453088,11.36628821,-10.69615861,-6.746581996,19.66269915,8.831945319,-4.002695458,7.995386229,4.364934844,11.11239581,10.22956552,22.75885053,6.072732666,2.135859164,14.88911196,-5.219419209,0.329605626,17.84467371,4.358793438,-1.047449435,14.09437371,9.842325849,10.93575907,-7.288509655,10.23557109,12.35545093,5.753966141,23.07107886,12.46657959,11.53117745,2.394507031,5.005601705,-3.142510368,1.129979034,-6.076126515,-1.223345804,-6.153374905,5.318918154,14.85349427,18.73030803,42.19035507,14.61687098,24.00176354,-8.963516195,-2.926258226,-49.3036434,-11.74147883,-14.78856997,26.09496143,-2.235606075,18.77710992,14.06188881,31.72288297,40.59630079,-4.572286054,24.55533242,-0.137904505,10.94795835,-50.30519653,4.187433029,-11.10693682,19.31250195,-1.282755308,11.9875535,14.95611987,30.92050822,52.01822938,9.136663293,19.99125673,-22.73707532,0.082925953,-55.2103664,6.700170988,-20.24328042,21.17244944,0.044607757,23.32977625,14.55520473,21.2039306,22.2292297,1.032499799,17.52753679,-10.13477735,8.459101645,-18.73648272,6.849617252,-10.40215139,12.42840994,-9.342092055,8.16833574,15.14340614,21.86079104,29.73358982,-1.061761369,19.03413775,-13.12677951,5.202401778,-28.95488832,-2.540111219,-16.79302636,18.08684799,-4.719034673,13.5826906,15.45784139,24.07446242,25.58322103,0.724758469,15.81867299,-16.70982549,4.968472284,-27.10013072,5.352192585,-13.46872759,26.17229931,0.425265313,22.04354655,15.32896282,16.87955791,23.92439703,-2.850401547,14.23958489,-11.81217954,7.029212197,-12.78042391,11.43702221,-0.789254245,16.43390119
539,9,59,1,8.114556039,-8.135652635,-12.9232446,-31.29215782,20.5364168,2.701394853,-12.48536402,-28.86449522,27.73597419,1.654467884,3.656198944,-24.00876603,-2.538374042,9.457294368,-9.889967754,-15.70339448,-29.46616705,35.61605694,10.39973398,-0.786030295,-31.46224902,25.79551617,-3.484496849,-2.53594787,-37.57712168,4.305970219,14.0894455,-1.017912839,-20.94022669,-48.77124943,51.39134173,8.207678583,-0.986373951,-53.90769389,34.32618602,-1.843073254,17.00608289,-22.84123198,8.487964824,15.05294642,-9.29565916,-27.18251166,-44.18160132,55.01463995,3.656635279,-3.285484068,-56.32528661,27.71672652,1.987162234,22.15389149,-23.51380764,7.00518518,14.26039337,-2.674218673,-20.54564307,-40.97288787,49.17194186,-2.699595527,-1.303674413,-45.16010628,32.34248304,2.237179205,16.13908902,-25.09593534,7.165678334,14.51082851,4.810433568,-27.84853202,-65.30729296,59.4231099,-10.85399528,7.333004632,-43.30648408,47.35088281,-4.539265211,20.07899265,-26.71223887,10.11769442,14.31783782,-7.669555536,-22.68174796,-40.95922933,30.28899694,-4.869987967,0.265590803,-30.13520023,32.56349284,9.118050953,14.17364586,-25.18797393,3.446282194,13.69169012,13.76953783,-17.06833645,-66.03741286,32.78795709,-18.24509604,-6.121996252,-41.19100197,64.76660751,7.358988054,20.27586104,-28.97999561,12.0836182,11.94892242,6.648984219,-16.22044187,-57.56881001,12.09947153,-12.18095532,-2.660222152,-32.30531163,47.68550112,16.35353408,25.39049444,-29.28938218,7.269269617,9.048960446,2.678407612,-9.505383457,-54.20809365,-12.34587255,-8.34711567,-12.44158889,-39.01612215,21.40238743,-3.674563002,3.323957833
540,9,60,0,5.601713657,-4.199338069,7.962964838,-17.0721089,-14.57945235,13.85674887,12.83606942,-0.099890253,8.36169254,-3.156658719,3.114565419,7.950398744,17.30306811,5.697700751,0.790945082,11.31336558,-12.97444932,-6.498297773,16.03215299,12.11745235,-10.51680648,0.585703913,-1.138018692,10.58269173,4.74825957,5.189291995,10.37028333,5.592270363,17.08194327,2.185715343,7.432886228,6.25764887,21.89492762,16.17591472,22.26139324,6.862788943,3.554447945,-12.90484713,-7.596033621,12.84908488,13.70040118,14.17206016,-10.60159975,11.72287225,-1.298147158,17.89463475,2.738351025,18.46457952,-5.680555821,5.520772095,-23.34528391,-7.469685319,13.61392617,26.25738832,22.63498962,-15.35885896,12.75459433,-1.357040126,21.75190547,-4.018076966,22.75234491,-8.384056551,23.09668974,-28.95272151,-13.16244024,12.36750475,19.27781618,18.20776596,-0.762190175,15.50129366,-0.229554997,21.46540806,-2.029054233,14.08253592,-10.72514224,1.052782782,-16.9791426,1.677136038,14.41003779,18.5109776,19.6309478,-9.51572099,8.542784519,-11.89580442,22.03264066,2.203001731,23.79165642,-11.98204107,-0.730716978,-29.01966147,-6.085193177,14.42940298,24.72329275,22.38198969,-12.54963319,8.90388754,-11.31884013,36.12390818,7.819076184,42.04656621,0.077666042,13.34429665,-19.75781587,0.694767469,14.56236672,26.37005253,33.93144175,-18.78478871,14.23805116,5.629146026,35.31580759,-12.59131912,16.94873559,0.66263141,20.89083842,-19.99608467,-22.89402644,14.25229447,17.73849866,18.58379773,-11.03498149,21.95363573,11.79202991,38.11692218,2.284343664,17.38406935,-8.394229742,8.697014159
541,10,1,0,4.576855305,-14.59082753,-1.193402833,-11.0659363,-6.974921233,-1.370303652,-24.33574085,-27.3460666,2.967041191,6.379077935,-6.545386098,-8.265942809,-4.084435,6.026032035,-1.08551234,9.557294611,-14.55394328,-6.961007867,1.435861489,-13.75446773,-17.08036955,25.04149059,20.35884045,14.68923214,-5.759943722,2.572999619,4.833032183,-10.06718789,4.397769419,-9.310087384,-13.31921369,-6.659325761,-19.55713346,-16.57477409,6.467829613,13.31651388,7.59662819,-2.974212743,0.990085716,5.74140256,-4.444039382,11.34768775,-0.508105271,-0.685211238,10.75237233,7.267114876,14.747045,31.17437314,24.6640783,16.68878055,6.733249913,-7.347701004,10.08964849,6.03138244,27.22465845,12.22497952,6.663406852,0.667462588,13.87893576,8.627943501,17.27389519,8.879842338,5.623746178,-16.42983127,-8.372513519,13.18724768,26.18971187,39.00692923,-1.587875703,4.459889929,-21.77472243,18.58392464,4.748155926,47.04847039,2.04503975,14.3422999,-34.42854471,-10.15829153,11.83731098,21.97797596,21.09825392,-2.106986526,10.15100326,-2.59462902,23.62967707,11.47000665,36.49435396,3.649495846,23.28879968,-14.15977292,8.299630256,10.34815549,19.34423549,21.65030812,1.261476019,4.794481213,-8.646370284,4.697024361,-2.84354016,22.38936605,-4.397022778,9.514183941,-20.33962236,3.633041496,10.53477509,17.03866662,19.68382649,-16.43039691,-4.051445491,-19.04536785,13.86229824,1.329782644,31.77594352,-4.47683944,3.401740842,-37.58121165,-13.72869744,11.44212208,24.56170447,30.40001185,-7.447875152,6.168891144,-2.67031153,18.45784763,4.11798506,36.65540315,-1.774395895,8.729894363
542,10,2,0,5.886512926,-1.785853246,12.11791174,-2.770296604,2.737139981,8.802076215,-7.354275304,-35.43277261,-19.30206888,-14.40144665,-7.441675857,1.891337553,-11.8548539,7.26932416,4.465632607,26.14670319,-10.07349484,-13.97590288,9.926739612,-16.8807992,-45.45637135,-10.13172262,-11.10866932,-3.452366111,-5.365406036,16.29303066,6.987266134,4.943331711,22.82709408,-0.857554525,-2.29984354,4.27347431,-13.62165339,-19.37132072,0.066812859,-9.594881534,6.219796838,0.762605325,-2.313534952,10.35360612,12.99449488,27.11815656,8.140976488,12.92076828,-0.62290155,6.719868869,-13.90716745,-0.959062056,-6.88344699,11.29838785,-2.998429106,9.766441248,14.37375912,28.36919234,47.4546766,4.24327302,20.11725449,-9.554558775,10.05240572,-42.30709621,5.992374444,-28.22513972,1.701736447,-22.67126026,-6.437671635,13.70826941,16.30130133,27.34030418,-1.812709954,14.33770344,-25.09451749,-7.999679502,-25.69240798,3.543501429,-13.22829898,11.50323455,2.525554156,17.03568148,14.68355797,23.84826892,28.46601457,4.434701657,20.49124976,-16.13028311,5.982734472,-23.93949393,15.3854925,-10.75899355,16.08682693,-8.034476137,11.93098025,13.28624293,24.44013393,22.43706647,-1.520358613,9.558887088,-15.1933512,12.92033605,-8.089025729,24.82243081,-0.594370203,18.23263642,-11.0491599,7.477586555,14.54446383,27.82396524,31.70180128,1.324001225,15.37089501,-17.35975391,11.83159885,-20.65476368,13.84750736,-18.75717262,10.83509841,-16.32156412,13.18850548,13.0812144,15.5180682,14.84581987,-1.974192694,13.37404076,-5.639532515,13.03057117,-4.71511273,10.69230036,-4.982725521,11.12546052
543,10,3,0,4.985229839,-10.20556278,3.21796132,-9.250437422,-4.868904216,12.2937461,-3.661701247,-10.47161257,10.91777032,14.07356925,6.463613597,6.066193344,7.112365205,5.478135344,-7.536546931,5.496359019,-5.505835181,5.346013466,12.87002244,-7.708379212,-7.974272493,21.79735317,15.23676915,5.83236875,-2.208933119,9.987770597,11.75924207,17.83341737,7.949148156,-33.68985352,9.657350471,-8.948968357,-10.01961784,-37.58181388,16.57992445,-11.73610568,2.376834413,-21.86978852,2.290722857,11.16391027,9.434066638,-2.995907155,-26.32972683,31.87347035,0.216820567,7.399198585,-24.6333549,18.66697706,-9.789959906,7.919171414,-7.333370045,7.63840559,11.42791747,8.917515356,-4.396217749,-38.82744823,55.38781432,7.948800577,-4.931382316,-40.24158163,43.80855651,-7.436471947,12.23506194,-12.49172588,11.58214167,11.83246735,5.289924673,-14.79962284,-44.43509735,35.42297982,-2.971452047,-1.966009586,-41.41259588,25.66311086,-5.470883685,17.55193514,-17.96216065,9.001995443,13.00065805,9.048894411,-18.62162826,-57.41135405,53.17880967,-20.00135846,-11.50374253,-44.88803821,47.25965556,-14.35454106,14.58347834,-5.282136242,6.795721308,14.05059556,1.92187702,-19.33533685,-49.08628773,41.249346,-16.74906534,-4.865565195,-34.22500649,43.3381694,0.899528976,17.25256608,-3.355832923,19.77939967,14.70295528,-3.847414867,-16.82460416,-33.03256181,34.77269769,-8.069501884,-8.441040276,-48.58523012,-5.753684025,-32.21324959,-11.3324564,-25.03481562,-7.244268036,14.45633219,3.136750048,-14.77134439,-35.51465904,45.39988642,-3.068507664,5.683415694,-35.80478058,16.82512463,-20.03673762,-1.893994138
544,10,4,0,5.198098615,-7.94021437,0.996248674,-20.08840593,-12.85207263,5.607356945,-7.642606054,-20.18510032,4.858408403,8.48145255,4.338659948,-7.67188542,1.845058934,4.954538515,-10.04463269,2.873324609,-13.78960503,-14.04921787,5.43016056,-7.609442769,-6.624737219,11.29770815,13.24322756,8.775250068,-4.493409044,1.931586413,5.92491028,-3.666372599,8.665095005,-6.488360084,-5.492837764,4.850653479,1.057373716,3.796688444,18.43516724,13.86095268,9.339162063,-0.871416929,-0.730857478,13.1238042,23.29652785,30.41555001,-2.455437397,13.32339086,-10.22577502,16.23899191,-3.039444958,19.36221766,-6.260587626,3.112275814,-13.81372615,0.217631074,14.12677774,28.01350486,35.07723567,0.205580893,11.65038772,-11.57093633,30.02556055,0.690541209,26.96361191,-8.325915765,9.423488258,-9.006350823,23.39758698,13.48774857,23.79747849,24.82383365,-2.653433732,14.94195433,-5.859077934,26.53308291,2.29656467,27.3361293,-5.388653854,16.26253473,-9.690036104,6.050887444,13.87315027,24.62930081,26.79371713,2.351765468,19.3640998,-6.459607146,26.0449518,-6.232414927,23.33234636,-6.349602837,12.01974625,-8.723124123,13.5881481,15.01774211,25.65533376,36.92215039,2.750861936,15.73873184,-16.99740282,18.33872275,-6.307667894,36.69774238,3.057228951,11.52015901,-17.01079223,-7.598310195,14.39009475,20.86636912,19.74652622,-0.023657705,18.30577132,-2.731802709,28.17204824,2.636288281,31.3929396,1.104182331,14.79591031,-17.09609713,5.16494411,14.96973193,27.43642591,26.5870912,-8.906928704,24.57590776,-17.95557123,18.37295145,1.687911511,64.01929978,3.238766765,-5.219989531
